"Bacteria_name","Bacteria_grep_name","Viruses_name","Viruses_grep_name"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Adhaeribacter.s__Adhaeribacter_swui","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_baengnokdamensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_busanensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_jejuensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_nivis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_oligotrophus","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_qilianensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_radiodurans","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sedentarius","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._APR13","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._BRD128","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._BRD67","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._BT18","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._DG01","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._DG25A","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._DG25B","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._HDW8","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._NBH84","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._PAMC_26554","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._PAMC_26628","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._S2.20.2","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_sp._TS19","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter.s__Hymenobacter_swuensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Nibribacter.s__Nibribacter_ruber","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Pontibacter.s__Pontibacter_actiniarum","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Pontibacter.s__Pontibacter_akesuensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Pontibacter.s__Pontibacter_korlensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Pontibacter.s__Pontibacter_pudoricolor","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Pontibacter.s__Pontibacter_russatus","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Pontibacter.s__Pontibacter_sp._SGAir0037","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Rufibacter.s__Rufibacter_radiotolerans","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Rufibacter.s__Rufibacter_sp._DG15C","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Hymenobacteraceae.g__Rufibacter.s__Rufibacter_tibetensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Mangrovivirgaceae.g__Mangrovivirga.s__Mangrovivirga_cuniculi","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Marivirgaceae.g__Marivirga.s__Marivirga_tractuosa","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Arcticibacterium.s__Arcticibacterium_luteifluviistationis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Dyadobacter.s__Dyadobacter_fermentans","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Dyadobacter.s__Dyadobacter_sandarakinus","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Dyadobacter.s__Dyadobacter_sp._NIV53","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Fibrella.s__Fibrella_aestuarina","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Fibrella.s__Fibrella_sp._ES10.3.2.2","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Leadbetterella.s__Leadbetterella_byssophila","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Runella.s__Runella_rosea","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Runella.s__Runella_slithyformis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Spirosomaceae.g__Runella.s__Runella_sp._SP2","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_clevelandi","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_cuenoti","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_punctulatus","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Blaberus_giganteus.","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Blatta_orientalis.","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Blattella_germanica.","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Cryptocercus_kyebangensis.","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Cryptocercus_punctulatus._str._Cpu","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Mastotermes_darwiniensis.","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._.Nauphoeta_cinerea.","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Blattabacteriaceae.g__Blattabacterium.s__Blattabacterium_sp._DPU","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Crocinitomicaceae.g__Fluviicola.s__Fluviicola_taffensis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aegicerativicinus.s__Aegicerativicinus_sediminis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aequorivita.s__Aequorivita_sp._H23M31","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aequorivita.s__Aequorivita_sublithincola","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Algibacter.s__Algibacter_alginicilyticus","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Algibacter.s__Algibacter_sp._L1A34","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Algibacter.s__Algibacter_sp._L3A6","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Amniculibacterium.s__Amniculibacterium_sp._G2.70","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Antarcticibacterium.s__Antarcticibacterium_arcticum","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Antarcticibacterium.s__Antarcticibacterium_flavum","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina.s__Aquimarina_sp._AD1","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina.s__Aquimarina_sp._AD10","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina.s__Aquimarina_sp._BL5","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aquimarina.s__Aquimarina_sp._TRL1","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Arenibacter.s__Arenibacter_algicola","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_canimorsus","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_cynodegmi","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_endodontalis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_gingivalis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_haemolytica","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_leadbetteri","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_ochracea","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._FDAARGOS_737","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._H2931","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._H4358","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._oral_taxon_323","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._oral_taxon_864","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._oral_taxon_878","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sp._oral_taxon_902","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_sputigena","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_stomatis","Bactero","k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1","crAss"
